Date,Wind_GWh,Solar_GWh,Wind_Speed_10m,Temperature_Celsius,Cloud_Cover,Solar_Radiation_MJ_per_m2,Wind_Capacity_MW,Solar_Capacity_MW,East_Solar_DSO_MW,East_Solar_TSO_MW,East_Wind_DSO_MW,East_Wind_TSO_MW,North_Wind_DSO_MW,North_Wind_TSO_MW,South_Solar_DSO_MW,South_Solar_TSO_MW,South_Wind_DSO_MW,South_Wind_TSO_MW,West_Solar_DSO_MW,West_Wind_DSO_MW,West_Wind_TSO_MW
2019-01-04,789.531,0.0,2.4487176,9.139821,0.77395666,13983996.0,3703.876,36.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2019-01-05,546.275,0.0,0.95580566,10.803613,0.74278504,18153450.0,3730.326,36.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2019-01-06,622.842,0.0,1.140962,12.661281,0.68009543,19568142.0,3738.825,36.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2019-01-07,492.446,0.0,2.02719,15.6333065,0.7788421,17584166.0,3738.825,36.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2019-01-08,799.443,0.0,3.6596327,15.310919,0.7410873,14541207.0,3776.785,36.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2019-01-09,778.572,0.0,2.6363382,13.938366,0.69455993,10380933.0,3901.765,36.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2019-01-10,949.999,0.0,1.8625311,10.639424,0.71479,6257751.5,3961.604,36.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2019-01-11,897.874,0.0,1.7507622,7.862344,0.7517324,3061784.8,4012.104,36.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2019-01-12,1167.824,0.0,4.5232487,7.623553,0.7401472,1972611.2,4113.293,36.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2020-01-01,1175.731,0.0,5.692311,7.4333186,0.78177667,2476409.5,4149.792,89.9,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2020-01-02,1498.179,0.0,7.181998,6.6690283,0.7699373,5218642.5,4187.292,89.9,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2020-01-03,1162.977,0.0,2.432578,6.910475,0.6940014,9519526.0,4213.441,89.9,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2020-01-04,574.227,0.0,1.0532539,9.516226,0.6520891,16435995.0,4247.041,89.9,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2020-01-05,767.836,0.0,1.1233821,11.567009,0.6797887,20409610.0,4247.041,89.9,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2020-01-06,725.201,0.0,1.8782046,13.194367,0.8153154,17053264.0,4247.041,89.9,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2020-01-07,761.876,0.0,3.418968,14.007636,0.80353194,14965143.0,4247.041,89.9,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2020-01-08,629.406,0.0,1.2007749,15.331411,0.76499873,13824425.0,4247.041,89.9,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2020-01-09,755.488,0.0,2.4851885,13.6747265,0.7192487,10686011.0,4247.041,89.9,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2020-01-10,1136.627,0.0,2.7010634,10.711387,0.70896155,6302337.0,4278.391,89.9,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2020-01-11,1060.059,0.0,3.9123828,9.563896,0.78481007,2834698.5,4278.391,89.9,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2020-01-12,1248.375,0.0,3.0980177,6.7964306,0.74099493,2034794.9,4323.391,89.9,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2021-01-01,951.243,0.0,1.6950401,5.5741735,0.72927266,2514342.0,4332.691,92.4,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2021-01-02,1348.293,0.0,4.641557,6.720914,0.7760328,4835861.0,4332.691,92.4,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2021-01-03,962.325,0.0,3.3615375,7.746933,0.80573136,8573066.0,4332.691,92.4,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2021-01-04,641.598,0.0,1.2520727,7.8422894,0.56305015,16751450.0,4332.811,92.4,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
